vietnamese,tai_dam,is_augmented
bàn chải,ꪚ꫁ꪱꪙ ꪊ꫁ꪱꪥ,False
"bản làng, làng xóm",ꪚ꫁ꪱꪙ ꪄ꪿ꪺꪉ,False
"bản chăm, làng phóc",ꪚ꫁ꪱꪙ ꪄ꪿ꪺꪉ,True
làng xóm,ꪚ꫁ꪱꪙ ꪄ꪿ꪺꪉ,False
làng xóm,ꪚ꫁ꪱꪙ ꪩꪴ꪿,True
"làng chiều,",ꪚ꫁ꪱꪙ ꪄ꪿ꪺꪉ,True
bản mường,ꪚ꫁ꪱꪙ ꪹꪣꪉ,False
làng mạc,ꪚ꫁ꪱꪙ ꪙꪱ,False
làng mạc,ꪚ꫁ꪱꪙ ꪶꪚ꪿,True
nông thôn,ꪚ꫁ꪱꪙ ꪙꪱ,False
đương thôn,ꪵꪐ꪿ꪉ ꪙꪱ,True
bàn,ꪛꪱꪙ,False
bạn,ꪛ꫁ꪱꪙ,False
bạn học,ꪛ꫁ꪱꪙ ꪭ꫁ꪮꪀ,False
"bạn bè, bầu bạn",ꪛ꫁ꪱꪙ ꪹꪡꪉ,False
"bạn bè, hoang ho",ꪛ꫁ꪱꪙ ꪹꪡꪉ,True
"bạn bè, mạp bạn",ꪣꪴ꪿ꪙ ꪹꪡꪉ,True
mỏng,ꪚꪱꪉ,False
nghèo,ꪚꪱꪉ,True
quen,ꪚꪱꪉ,True
"mảnh, thanh",ꪚꪱꪉ,False
"vợi, vãn",ꪚꪱꪉ,False
mỏng tanh,ꪚꪱꪉ ꪵꪤꪉ ꪵꪥ,False
mỏng tanh,ꪔꪮꪀ ꪵꪤꪉ ꪵꪥ,True
mỏng tanh,ꪚꪱꪉ ꪋꪱꪫ ꪚꪲꪙ,True
"mỏng manh, mỏng mảnh",ꪚꪱꪉ ꪪꪸ,False
"mỏng manh, mỏng mảnh",ꪹꪅꪸꪒ ꪪꪸ,True
"vợi hản, vãn hẳn",ꪚꪱꪉ ꪎꪰꪮꪱꪒ,False
"vợi hản, vãn hẳn",ꪚꪱꪉ ꪹꪮ꫁ꪉ,True
sóc bay,ꪚ꪿ꪱꪉ,False
sóc nịch,ꪚ꪿ꪱꪉ,True
"lang, khoang",ꪚ꪿ꪱꪉ,False
bảng,ꪚ꫁ꪱꪉ,False
mức,ꪚ꫁ꪱꪉ,True
bảng đen,ꪚ꫁ꪱꪉ ꪒꪾ,False
nết đen,ꪹꪮ꫁ ꪒꪾ,True
bảng tính,ꪚ꫁ꪱꪉ ꪔꪲ꪿ꪉ,False
bảng số,ꪚ꫁ꪱꪉ ꪶꪎ꪿,False
bảng chài,ꪚ꫁ꪱꪉ ꪶꪎ꪿,True
quạnh quẽ,ꪵꪚꪉ ꪵꪚ꪿ꪫ,False
lim quẽ,ꪵꪚꪉ ꪵꪚ꪿ꪫ,True
sình quẽ,ꪵꪚꪉ ꪵꪚ꪿ꪫ,True
bánh,ꪵꪚ꪿ꪉ,False
tấm,ꪵꪚ꪿ꪉ,True
báo,ꪚ꪿ꪱꪫ,False
báo,ꪻꪊ,True
báo,ꪚ꫁ꪱ,True
trai,ꪚ꪿ꪱꪫ,False
"trai bản, trai làng",ꪚ꪿ꪱꪫ ꪚ꫁ꪱꪙ,False
"trai bản, ngổn làng",ꪚ꪿ꪱꪫ ꪚ꫁ꪱꪙ,True
trai hầu chủ buôn,ꪚ꪿ꪱꪫ ꪁ꫁ꪱ,False
gơ hầu chủ buôn,ꪚ꪿ꪱꪫ ꪁ꫁ꪱ,True
trai hầu,ꪚ꪿ꪱꪫ ꪻꪋ꫁,False
trai giúp việc di cư,ꪚ꪿ꪱꪫ ꪋꪺ,False
trai nhà quyền thế,ꪚ꪿ꪱꪫ ꪀꪴꪙ,False
trai độc thân,ꪚ꪿ꪱꪫ ꪒꪱꪥ,False
tìm độc thân,ꪚ꪿ꪱꪫ ꪒꪱꪥ,True
trai tơ,ꪚ꪿ꪱꪫ ꪭꪱꪣ,False
trai tơ,ꪹꪮꪷ ꪭꪱꪣ,True
trai tơ,ꪶꪄ꫁ ꪭꪱꪣ,True
giám mã,ꪚ꪿ꪱꪫ ꪣ꫁ꪱ,False
giám mã,ꪚ꪿ꪱꪫ ꪶꪙ,True
lực điền,ꪚ꪿ꪱꪫ ꪙꪱ,False
lực điền,ꪨꪲ꪿ ꪙꪱ,True
thiếu niên,ꪚ꪿ꪱꪫ ꪙ꫁ꪮꪥ,False
thiếu cán,ꪚ꪿ꪱꪫ ꪙ꫁ꪮꪥ,True
trai thường dân,ꪚ꪿ꪱꪫ ꪙ꫁ꪮꪥ,False
vịt thường dân,ꪚ꪿ꪱꪫ ꪙ꫁ꪮꪥ,True
trai trẻ,ꪚ꪿ꪱꪫ ꪘ꪿ꪮꪣ,False
trai tráng,ꪚ꪿ꪱꪫ ꪵꪝꪫ,False
trai tráng,ꪄꪺꪥ ꪵꪝꪫ,True
"trai rặt,",ꪚ꪿ꪱꪫ ꪵꪝꪫ,True
tôi tớ,ꪚ꪿ꪱꪫ ꪵꪕꪫ,False
tôi xẻo,ꪚ꪿ꪱꪫ ꪵꪕꪫ,True
con trai luống tuổi,ꪚ꪿ꪱꪫ ꪹꪖ꫁ꪱ,False
trai gái,ꪚ꪿ꪱꪫ ꪎꪱꪫ,False
đàn gái,ꪚ꪿ꪱꪫ ꪎꪱꪫ,True
"tai, tai vạ",ꪚꪱꪚ,False
"đến, tai vạ",ꪚꪱꪚ,True
"cực, khốn",ꪚꪱꪚ,False
báo,ꪚ꪿ꪱꪫ,False
phạt vạ,ꪚꪱꪚ ꪻꪢ,False
vất vả,ꪚꪱꪚ ꪣꪷ꪿,False
"vất danh,",ꪚꪱꪚ ꪣꪷ꪿,True
"tai ác, quái ác",ꪚꪱꪚ ꪹꪫꪸꪙ,False
"mạo ác, quái ác",ꪚꪱꪚ ꪹꪫꪸꪙ,True
nhát,ꪚꪱꪒ,False
hà,ꪚꪱꪒ,True
bước,ꪚꪱꪒ,False
đứt,ꪚꪱꪒ,False
nhẹ,ꪹꪚꪱ,False
"nhẹ nhõm, nhẹ mình",ꪹꪚꪱ ꪚꪱꪉ,False
"nhẹ nhõm, nghệ mình",ꪹꪚꪱ ꪚꪱꪉ,True
nhẹ tênh,ꪹꪚꪱ ꪄꪤꪮꪉ,False
nhẹ sen,ꪹꪚꪱ ꪄꪤꪮꪉ,True
nhẹ bỗng,ꪹꪚꪱ ꪯꪥꪮꪒ,False
nhẹ túi,ꪹꪚꪱ ꪶꪖꪉ,False
phân túi,ꪹꪚꪱ ꪶꪖꪉ,True
nhẹ người,ꪹꪚꪱ ꪶꪔ,False
nhẹ cùi,ꪹꪚꪱ ꪶꪔ,True
"không, chẳng",ꪹꪚ꪿ꪱ,False
"chẳng bõ, chẳng bõ bèn",ꪹꪚ꪿ꪱ ꪮꪱꪥ ꪎꪰꪉ,False
"chẳng bõ, chẳng chội bèn",ꪹꪚ꪿ꪱ ꪮꪱꪥ ꪮꪨꪮꪒ,True
"rẻo bõ, bương bõ bèn",ꪹꪚ꪿ꪱ ꪮꪱꪥ ꪎꪰꪉ,True
"không chơi, thèm vào",ꪹꪚ꪿ꪱ ꪹꪁ꫁ꪱ,False
đừng hòng,ꪹꪚ꪿ꪱ ꪊꪺꪚ,False
đừng động,ꪎ꫁ꪱꪣ ꪊꪺꪚ,True
đừng thưa,ꪹꪚ꪿ꪱ ꪊꪺꪚ,True
vô cùng,ꪹꪚ꪿ꪱ ꪋꪳ꪿ ꪙ꫁ꪮꪥ,False
vô hang,ꪹꪚ꪿ꪱ ꪵꪏꪀ ꪙ꫁ꪮꪥ,True
"hoặc là, hay là",ꪹꪚ꪿ꪱ ꪁꪷ꫁,False
"hoặc là, cháu đồng",ꪹꪚ꪿ꪱ ꪁꪷ꫁,True
chưa thể,ꪹꪚ꪿ꪱ ꪹꪭꪸ,False
chưa cút,ꪹꪚ꪿ꪱ ꪹꪭꪸ,True
"chưa hề, chưa từng",ꪹꪚ꪿ꪱ ꪹꪭꪸ,False
"bêu hề, chưa từng",ꪹꪚ꪿ꪱ ꪡꪴꪣ,True
còn mệt,ꪹꪚ꪿ꪱ ꪹꪭꪸ ꪮ꪿ꪱꪫ,False
hiên mệt,ꪹꪚ꪿ꪱ ꪹꪭꪸ ꪮ꪿ꪱꪫ,True
còn khướt,ꪹꪚ꪿ꪱ ꪹꪭꪸ ꪉ꪿ꪱꪥ,False
còn toài,ꪡꪴꪀ ꪹꪫꪸ꪿ꪉ ꪉ꪿ꪱꪥ,True
"mất hút, mất tăm, mất tích",ꪹꪚ꪿ꪱ ꪹꪬꪸꪙ ꪜꪲ꫁ꪙ,False
"bết hút, mất tăm, mất tích",ꪹꪚ꪿ꪱ ꪹꪬꪸꪙ ꪜꪲ꫁ꪙ,True
không thể,ꪹꪚ꪿ꪱ ꪬ꪿ꪮꪙ,False
"xiết, thể",ꪹꪚ꪿ꪱ ꪬ꪿ꪮꪙ,True
không thể,ꪹꪚ꪿ꪱ ꪩꪮꪙ,False
biếc thể,ꪹꪚ꪿ꪱ ꪩꪮꪙ,True
còn mệt xác,ꪹꪚ꪿ꪱ ꪻꪙ ꪭꪳ,False
còn mệt xác,ꪹꪑꪱ꫁ ꪻꪙ ꪵꪛꪀ,True
kênh kiệu,ꪹꪚ꪿ꪱ ꪉ꪿ꪱꪥ,False
kênh kiệu,ꪔꪲ꪿ꪉ ꪉ꪿ꪱꪥ,True
kênh sụa,ꪹꪚ꪿ꪱ ꪉ꪿ꪱꪥ,True
hư,ꪹꪚ꪿ꪱ ꪹꪜꪸꪙ,False
hư,ꪹꪭꪙ ꪹꪜꪸꪙ,True
liệt dương,ꪹꪚ꪿ꪱ ꪹꪜꪸꪙ ꪋꪱꪥ,False
"chẳng cứ, bất kể, bất cứ",ꪹꪚ꪿ꪱ ꪫ꪿ꪱ,False
"rỗi xúy bất kể, bất cứ",ꪹꪚ꪿ꪱ ꪮꪎꪳꪒ,True
"chẳng cứ, bất khẽ, như cứ",ꪹꪚ꪿ꪱ ꪫ꪿ꪱ,True
chẳng gì,ꪹꪚ꪿ꪱ ꪎꪰꪉ,False
"chẳng những, không những",ꪹꪚ꪿ꪱ ꪎꪴꪒ ꪕꪷ꪿,False
"chẳng những, ngoái những",ꪹꪚ꪿ꪱ ꪎꪴꪒ ꪕꪷ꪿,True
"nhẵn những, không những",ꪹꪚ꪿ꪱ ꪎꪴꪒ ꪕꪷ꪿,True
bầu,ꪹꪛꪱ,False
tược,ꪶꪚꪉ,True
lá,ꪻꪚ,False
"tờ, cái, chiếc, bức",ꪻꪚ,False
"tờ, sôi chiếc, bức",ꪻꪚ,True
"tờ, dụm chiếc, bức",ꪻꪚ,True
lá mạ,ꪻꪚ ꪀ꫁ꪱ,False
lá mạ,ꪉꪺꪒ ꪀ꫁ꪱ,True
lá kim,ꪻꪚ ꪎ꫁ꪮꪥ,False
lá rĩ,ꪻꪚ ꪎ꫁ꪮꪥ,True
"đần, ngốc, ngu",ꪻꪚ꫁,False
"đần, ngốc, rãi",ꪻꪚ꫁,True
"ngu đần, dại dột, ngu dại",ꪻꪚ꫁ ꪋ꫁ꪱ,False
"ngu mưa dại dột, ngu dại",ꪻꪚ꫁ ꪋ꫁ꪱ,True
"khử đần, dại dột, nãy dại",ꪻꪚ꫁ ꪢꪳ꪿,True
"khù khờ, ngù ngờ",ꪻꪚ꫁ ꪨꪴ꪿,False
"búng khờ, ngù ngờ",ꪻꪚ꫁ ꪨꪴ꪿,True
"khù vặt, ngù ngờ",ꪻꪚ꫁ ꪹꪋꪸꪒ,True
"ngây ngô, khờ khạo",ꪻꪚ ꪮ꪿ꪮꪙ,False
chơi sụa khờ khạo,ꪻꪚ ꪮ꪿ꪮꪙ,True
trám đen,ꪼꪚ,False
làm nhàm,ꪼꪚ꪿,False
"cặt nhàng,",ꪼꪚ꪿,True
lắm điều,ꪼꪚ꪿ ꪼꪒ꫁,False
lắm ngóng,ꪼꪚ꪿ ꪼꪒ꫁,True
"tâu, tây bày",ꪼꪚ꫁ ꪹꪭꪱ,False
"tâu, cộng bày",ꪼꪚ꫁ ꪹꪭꪱ,True
tước đay lấy vỏ,ꪼꪚ꫁ ꪜ꪿ꪱꪙ,False
tước tập lấy vỏ,ꪼꪚ꫁ ꪜ꪿ꪱꪙ,True
dạm,ꪼꪛ,False
tán,ꪼꪛ,False
"lượn, ca",ꪼꪛ,False
"mặc cả, mà cả",ꪼꪛ ꪁ꪿ꪱ,False
"mặc cả, mà chan",ꪼꪛ ꪁ꪿ꪱ,True
"mặc nghịt, mà dó",ꪼꪛ ꪁ꪿ꪱ,True
tán tỉnh,ꪼꪛ ꪮꪲ꫁ꪙ,False
tán ong,ꪼꪛ ꪮꪲ꫁ꪙ,True
đồng cân,ꪚꪰꪀ,False
rượu cân,ꪚꪰꪀ,True
đánh,ꪚꪰꪀ,False
bịa,ꪚꪰꪀ,False
vu,ꪚꪰꪀ,False
bịa đặt,ꪚꪰꪀ ꪚꪮꪙ,False
gí đặt,ꪚꪰꪀ ꪚꪮꪙ,True
sáng tác,ꪚꪰꪀ ꪚꪮꪙ,False
sáng lượk:,ꪚꪰꪀ ꪚꪮꪙ,True
đục đẽo,ꪚꪰꪀ ꪚ꪿ꪮꪉ,False
đục vón,ꪚꪰꪀ ꪚ꪿ꪮꪉ,True
đục nhú,ꪚꪰꪀ ꪚ꪿ꪮꪉ,True
đạp vào khoeo chân,ꪚꪰꪀ ꪁꪙ꪿ꪮꪉ,False
đạp tru khoeo ở,ꪚꪰꪀ ꪁꪙ꪿ꪮꪉ,True
cờ vào khoeo chân,ꪚꪰꪀ ꪁꪙ꪿ꪮꪉ,True
vạch mặt,ꪚꪰꪀ ꪹꪄ꫁ꪱ ꪘ꫁ꪱ,False
vạch tiệt,ꪚꪰꪀ ꪹꪄ꫁ꪱ ꪘ꫁ꪱ,True
vạch mặt,ꪚꪰꪀ ꪹꪨꪱ꪿ ꪘ꫁ꪱ,True
"vu oan, vu khống",ꪚꪰꪀ ꪩ꫁ꪱ,False
"vu cấy, vu khống",ꪯꪴ꪿ꪣ ꪩ꫁ꪱ,True
hỏm,ꪚꪰꪀ ꪫꪾ꫁,False
hỏm,ꪢꪲ꪿ꪙ ꪫꪾ꫁,True
lảm nhảm,ꪚꪾ꪿,False
"lảm lũ,",ꪚꪾ꪿,True
lầm bầm,ꪚꪾ꪿ ꪹꪚ,False
"lầm hành,",ꪚꪾ꪿ ꪹꪚ,True
lầm bầm,ꪚꪾ꪿ ꪢꪮꪀ,True
bừa mứa,ꪚꪾ꪿ ꪹꪚ,False
chặt,ꪚꪾ꪿,False
củ,ꪚ꫁ꪽ,False
củ,ꪹꪖꪷꪉ,True
cục,ꪚ꫁ꪽ,False
cục,ꪐ꫁ꪱꪫ,True
hếch,ꪚ꫁ꪽ,True
đẳng sâm,ꪚ꫁ꪽ ꪄꪱ ꪼꪀ꪿,False
đẳng sâm,ꪚ꫁ꪽ ꪀꪒꪴ꪿ꪉ ꪼꪀ꪿,True
quây,ꪚꪰꪉ,False
quây,ꪚꪷ꫁,True
"băng, băng hà",ꪚꪰꪉ ꪚꪸ꪿ꪙ,False
phép chém vía,ꪚꪰꪉ ꪡꪽ,False
phép chém vía,ꪚꪰꪉ ꪅꪥ꫁ꪮꪀ,True
phép tàng hình,ꪚꪰꪉ ꪔꪱ,False
rã tàng hình,ꪚꪰꪉ ꪔꪱ,True
phép hộ mệnh,ꪚꪰꪉ ꪶꪔ,False
phết hộ mệnh,ꪚꪰꪉ ꪶꪔ,True
ống,ꪚꪰ꫁ꪉ,False
"con, chiếc",ꪚꪰ꫁ꪉ,False
băng băng,ꪚꪰ꫁ꪉ ꪚꪰ꫁ꪉ,False
băng băng,ꪶꪎ꪿ꪙ ꪚꪰ꫁ꪉ,True
băng lâm,ꪚꪰ꫁ꪉ ꪚꪰ꫁ꪉ,True
ống nói chung,ꪚꪰ꫁ꪉ ꪚꪮꪀ,False
ống đựng nhau trẻ sơ sinh,ꪚꪰ꫁ꪉ ꪵꪬ꪿,False
"ống ngẩng, nhau trẻ sơ sinh",ꪚꪰ꫁ꪉ ꪵꪬ꪿,True
ống đựng nhau trẻ mạc sinh,ꪶꪁꪩꪙ ꪵꪬ꪿,True
bằng,ꪛꪰꪉ,False
bằng,ꪉ꪿ꪱꪣ,True
che,ꪛꪰꪉ,False
rực sáng,ꪛꪰꪉ ꪻꪎ,False
rực nấy,ꪛꪰꪉ ꪻꪎ,True
thí,ꪚꪾꪚ,False
"chặt bớt, bỏ bớt",ꪚꪾꪚ,False
"thô bớt, bỏ bớt",ꪚꪾꪚ,True
"ẩn, lẩn",ꪚꪰꪒ,False
"bươm, lẩn",ꪚꪰꪒ,True
"ẩn, rề",ꪚꪰꪒ,True
"ẩn náu, lẩn lút",ꪚꪰꪒ ꪩꪲ꫁,False
"lìa, náu, lẩn lút",ꪚꪰꪒ ꪩꪲ꫁,True
giờ đây,ꪚꪰꪒ ꪙꪲ,False
giờ đây,ꪙꪲꪙ ꪙꪲ,True
"bắt đầu, mở đầu",ꪚꪰꪒ ꪙꪳ꪿ꪉ,False
"bắt đầu, mở đầu",ꪮꪴ꫁ꪣ ꪙꪳ꪿ꪉ,True
"nhếc nhác, nhem nhuốc",ꪛꪥꪳ꫁ ꪛꪥꪰ꪿ꪉ,False
nhếc số nhem nhuốc,ꪛꪥꪳ꫁ ꪛꪥꪰ꪿ꪉ,True
ngửa,ꪵꪚ,False
tênh hênh,ꪵꪚ ꪵꪩꪉꪒ,False
dê,ꪵꪚ꫁,False
vác,ꪵꪚꪀ,False
vác,ꪵꪚꪀ,False
bịn,ꪵꪚꪀ,False
kin,ꪵꪚꪀ,True
be be,ꪵꪛꪀ ꪵꪛꪀ,False
be be,ꪉꪮꪀ ꪵꪛꪀ,True
be be,ꪵꪛꪀ ꪹꪯꪚ,True
chiết,ꪵꪚꪣ,False
lép,ꪵꪚꪣ,True
nghịch,ꪵꪚꪙ,False
"phá, phá phách",ꪵꪚꪙ,False
"quắn, phá phách",ꪵꪚꪙ,True
hởi phá phách,ꪵꪚꪙ,True
tinh nghịch,ꪵꪚꪙ ꪣꪳ,False
"tắt mắt, táy máy",ꪵꪚꪙ ꪣꪳ,False
"hình, mắt, táy khoá,",ꪵꪚꪙ ꪣꪳ,True
"khoá mắt, táy máy",ꪵꪚꪙ ꪣꪳ,True
gây chuyện,ꪵꪚꪙ ꪶꪎꪚ,False
bắn,ꪵꪚ꪿ꪙ,False
chấn,ꪵꪚ꪿ꪙ,False
dương vật,ꪵꪚ꫁ꪙ,False
dương vây,ꪶꪔꪒ,True
chốt có khấc,ꪵꪚ꫁ꪙ,False
chốt có khấc,ꪊꪸꪉ,True
chốt có khấc,ꪛꪴ꪿ꪣ,True
méo,ꪵꪚ꫁ꪫ,False
méo,ꪹꪡꪷꪉ,True
dối,ꪵꪚ꫁ꪫ,False
dối trá,ꪵꪚ꫁ꪫ ꪩ꫁ꪱ,False
lừa dối,ꪵꪚ꫁ꪫ ꪹꪩ,False
"đắc, dối",ꪵꪚ꫁ꪫ ꪹꪩ,True
nếu không tin,ꪵꪚ꫁ꪫ ꪫ꪿ꪱ ꪩ꫁ꪱ,False
nếu không tin,ꪹꪮ꫁ꪣ ꪫ꪿ꪱ ꪩ꫁ꪱ,True
xẹp,ꪵꪛꪚ,False
nhoẹt,ꪄꪺꪚ,True
bét,ꪵꪚꪒ,False
bể,ꪹꪚꪸ꫁,False
bể,ꪹꪄꪸꪙ,True
biển,ꪹꪚꪸ꫁,False
oành oạch,ꪹꪛꪸ꫁ꪀ ꪹꪛꪸ꫁ꪀ,False
oành oạch,ꪢꪮꪚ ꪹꪛꪸ꫁ꪀ,True
sướt mướt,ꪹꪛꪸ꫁ꪀ ꪹꪛꪸ꫁ꪀ,False
sướt tủa,ꪹꪛꪸ꫁ꪀ ꪹꪛꪸ꫁ꪀ,True
bẹp,ꪹꪚꪸ꫁ꪣ,False
lõm,ꪹꪚꪸ꫁ꪣ,False
"đắp,",ꪖꪰꪒ,True
cũn,ꪹꪚꪸ꫁ꪣ,True
"bẹp dúm, móp méo",ꪹꪚꪸ꫁ꪣ ꪹꪚꪸꪀ,False
bẹp gí,ꪹꪚꪸ꫁ꪣ ꪹꪛꪸꪭ꫁,False
"bẹp kính,",ꪹꪚꪸ꫁ꪣ ꪹꪛꪸꪭ꫁,True
"chướng, đầy",ꪹꪚꪸꪉ,False
"chướng, đầy",ꪄꪺꪀ,True
trương,ꪹꪚꪸꪉ,False
căng,ꪹꪚꪸꪉ,False
căng,ꪊꪾ,True
"bì, phịu",ꪹꪚꪸꪉ,False
rặn,ꪹꪚꪸ꪿ꪉ,False
bệnh,ꪹꪛꪸ꫁ꪉ,False
quẫn,ꪹꪛꪸ꫁ꪉ,True
ra rả,ꪹꪛꪸ꫁ꪉ ꪹꪛꪸ꫁ꪉ,False
bệnh tật,ꪹꪛꪸ꫁ꪉ ꪙ꫁ꪱꪫ,False
"bệnh ơn,",ꪹꪛꪸ꫁ꪉ ꪙ꫁ꪱꪫ,True
bếp,ꪹꪚꪸꪚ,False
mếu,ꪹꪚꪸꪚ,False
mếu máo,ꪹꪚꪸꪚ ꪹꪚꪸ꫁,False
mếu máo,ꪹꪚꪸꪚ ꪵꪗ꫁,True
hòa máo,ꪹꪚꪸꪚ ꪹꪚꪸ꫁,True
lưỡi câu,ꪹꪚꪸꪒ,False
lưỡi câu,ꪹꪏꪱ꫁,True
"uốn, nắn",ꪹꪚꪸꪒ,False
"tột, nắn",ꪹꪚꪸꪒ,True
lệt xệt,ꪹꪛꪸꪒ ꪹꪛꪸꪒ,False
lệt xệt,"ꪹꪛꪸꪒ ꪕ꪿ꪽ,",True
ồ ề,ꪹꪛꪸꪒ ꪹꪛꪸꪒ,False
gắp cởi,ꪁꪴꪉ ꪹꪛꪸꪒ,True
sụm,ꪹꪛꪸꪭ꫁,False
kén,ꪹꪛꪸꪭ꫁,True
roi rói,ꪚꪬ꪿ꪮꪥ,False
đỏ đắn,ꪚꪬ꪿ꪮꪉ,False
mơn mởn,ꪶꪚꪬ꪿ꪉ,False
ẩn hiện,ꪹꪚꪷꪬꪉ ꪛꪭꪱꪥ,False
hoang mang,ꪹꪚꪷꪬꪉ ꪹꪛꪷꪭ,False
mật,ꪚꪲ,False
banh,ꪚꪲ꪿,False
hở,ꪚꪲ꪿,False
"khuâng,",ꪏꪱꪉ,True
"dọi,",ꪚꪲ꪿,True
hoác miệng,ꪚꪲ꪿ ꪵꪩꪉꪚ,False
chuồn chuồn,ꪚꪲ꫁,False
"tành, chuồn",ꪚꪲ꫁,True
con ngài,ꪚꪲ꫁ ꪣ꫁ꪮꪙ,False
con ngài,ꪨꪾ꫁ ꪣ꫁ꪮꪙ,True
bia,ꪚꪸ,False
"mảnh, bộ, cái (mặt mũi)",ꪚꪸ꪿,False
"vượt bộ, cái (mặt mũi)",ꪚꪸ꪿,True
lạng,ꪚꪸ꫁,False
biên,ꪚꪸꪙ,False
"bọ,",ꪚꪸꪙ,True
luẩn,ꪚꪸꪙ,True
khoanh rừng để săn bắt,ꪚꪸꪙ ꪒꪮꪙ,False
khoanh thuận để xon bắt,ꪚꪸꪙ ꪒꪮꪙ,True
khoanh tướp để săn bắt,ꪚꪸꪙ ꪒꪮꪙ,True
biến,ꪚꪸ꪿ꪙ,False
biến hóa,ꪚꪸ꪿ꪙ ꪬ꪿ꪫꪱ,False
"ốm, hóa",ꪚꪸ꪿ꪙ ꪬ꪿ꪫꪱ,True
"biển lận, biển thủ",ꪚꪸ꫁ꪙ ꪼꪡ꪿,False
biển trúc biển thủ,ꪚꪸ꫁ꪙ ꪼꪡ꪿,True
cất giấu,ꪚꪸ꫁ꪙ ꪼꪡ꪿,False
bay,ꪚꪲꪙ,False
sa,ꪚꪲꪙ,False
sa,ꪵꪎ,True
sa,ꪐ꫁ꪱꪣ,True
bay la,ꪚꪲꪙ ꪮꪥꪱꪒ,False
bay la,ꪚꪲꪙ ꪄꪳ꪿ꪙ,True
binh,ꪚꪲꪉ,False
"khoác, choàng",ꪚꪲꪉ,False
trêu choàng,ꪚꪲꪉ,True
"binh sĩ, quân sĩ",ꪚꪲꪉ ꪶꪀꪙ,False
binh choạc quân sĩ,ꪵꪩ ꪶꪀꪙ,True
binh lính,ꪚꪲꪉ ꪨꪲ꪿ꪉ,False
lăm lính,ꪚꪲꪉ ꪨꪲ꪿ꪉ,True
binh ám,ꪚꪲꪉ ꪨꪲ꪿ꪉ,True
bình an,ꪛꪲꪉ ꪮꪱꪙ,False
bình hếu,ꪛꪲꪉ ꪮꪱꪙ,True
bình múa,ꪛꪲꪉ ꪮꪱꪙ,True
bình yên,ꪛꪲꪉ ꪮꪸꪙ,False
gờ yên,ꪛꪲꪉ ꪮꪸꪙ,True
báng súng,ꪛꪲꪉ ꪶꪮ꪿ꪉ,False
báng súng,ꪭꪷ꪿ ꪶꪮ꪿ꪉ,True
"biên, súng",ꪛꪲꪉ ꪒꪰ꪿ꪉ,True
bóp,ꪚꪲꪚ,False
vắt,ꪚꪲꪚ,False
bẻ,ꪚꪲꪒ,False
véo,ꪚꪲꪒ,False
quặn,ꪚꪲꪒ,False
quặn,ꪹꪐꪉ,True
lái,ꪚꪲꪒ,False
bấm,ꪚꪲꪒ,False
bấm,ꪒꪴꪒ,True
méo mó,ꪚꪲꪒ ꪵꪚ꫁ꪫ,False
vênh,ꪚꪲꪒ ꪹꪚ꫁ꪣ,False
vênh,ꪢ꫁ꪽ ꪹꪚ꫁ꪣ,True
vặn mạnh,ꪚꪲꪒ ꪩ꫁ꪱꪫ,False
xoắn,ꪚꪲꪒ ꪩꪲ꫁ꪫ,False
xoắn,ꪎ꪿ꪽ ꪩꪲ꫁ꪫ,True
trong,ꪚꪲꪒ ꪩꪲ꫁ꪫ,True
búng,ꪚꪲꪒ ꪩꪲ꫁ꪫ,False
bửa,ꪚꪲꪒ ꪉ꫁ꪱꪙ,False
giáp,ꪚꪲꪒ ꪉ꫁ꪱꪙ,True
phép thuật làm người bị đau bụng,ꪚꪲꪒ ꪜꪮꪚ,False
ló,ꪚꪲꪒ ꪝꪴ꪿ꪉ,False
ầm ầm,ꪛꪩꪱꪒ ꪛꪩꪱꪒ,False
ầm ầm,ꪛꪩꪱꪒ ꪮ꫁ꪱꪥ,True
đùng đùng,ꪛꪩꪱꪒ ꪛꪩꪱꪒ,False
đùng đùng,ꪛꪩꪱꪒ ꪵꪩ꫁ꪣ,True
nhan đùng,ꪛꪩꪱꪒ ꪛꪩꪱꪒ,True
tào lao,ꪹꪛꪸꪩ꪿ ꪛꪩ꪿ꪱ,False
tào lao,ꪋ꫁ꪮꪉ ꪛꪩ꪿ꪱ,True
ọe,ꪛꪩ꫁ꪮꪀ,False
ộc,ꪛꪩ꫁ꪮꪀ,False
"đôm đốp, lốp đốp",ꪶꪚꪨꪚ ꪶꪚꪨꪚ,False
"khà đốp, lốp đốp",ꪶꪚꪨꪚ ꪶꪚꪨꪚ,True
vanh vách,ꪶꪛꪩꪚ ꪶꪛꪩꪚ,False
"ken két, trèo trẹo",ꪚꪨꪴꪚ ꪚꪨꪴꪚ,False
"nguyện gieo chọi, trẹo",ꪚꪨꪴꪚ ꪚꪨꪴꪚ,True
"ken két, gióng trẹo",ꪚꪨꪴꪚ ꪚꪨꪴꪚ,True
uỵch,ꪛꪩꪴꪚ ꪛꪩꪴꪚ,False
đặt,ꪚꪷ,False
cháo,ꪚꪷ,True
"dầu, dầu dãi",ꪚꪷ,False
hóng,ꪚꪷ,False
vô khối,ꪚꪷ,False
"đẻ, khối",ꪚꪷ,True
tuyệt sắc,ꪚꪷ ꪥꪷ,False
tuyệt cốm,ꪚꪷ ꪥꪷ,True
